 499 0.002030634502067259
blog 1 4.069407819774066e-06
blogspot 1 4.069407819774066e-06
bloke 2 8.138815639548132e-06
blood 1 4.069407819774066e-06
bloody 3 1.22082234593222e-05
bloom 1 4.069407819774066e-06
blue 5 2.034703909887033e-05
bluetree 60 0.000244164469186444
bluff 1 4.069407819774066e-06
bnc 1 4.069407819774066e-06
bneely 1 4.069407819774066e-06
bneizd 1 4.069407819774066e-06
board 14 5.697170947683693e-05
boars 4 1.6277631279096265e-05
boatload 1 4.069407819774066e-06
bob 2 8.138815639548132e-06
bobcat 2 8.138815639548132e-06
bod 2 8.138815639548132e-06
bodies 1 4.069407819774066e-06
body 13 5.2902301657062864e-05
bofh 8 3.255526255819253e-05
bog 3 1.22082234593222e-05
boggle 2 8.138815639548132e-06
boil 1 4.069407819774066e-06
boiler 2 8.138815639548132e-06
boite 2 8.138815639548132e-06
bollinger 1 4.069407819774066e-06
bollix 1 4.069407819774066e-06
bolsh 32 0.00013022105023277012
bomb 2 8.138815639548132e-06
bonus 1 4.069407819774066e-06
boo 1 4.069407819774066e-06
book 9 3.66246703779666e-05
booked 2 8.138815639548132e-06
bookmark 3 1.22082234593222e-05
bookmarks 1 4.069407819774066e-06
books 9 3.66246703779666e-05
bookstores 4 1.6277631279096265e-05
bool 1 4.069407819774066e-06
boost 1 4.069407819774066e-06
boosts 3 1.22082234593222e-05
boot 150 0.00061041117296611
bootable 9 3.66246703779666e-05
bootdisk 1 4.069407819774066e-06
booted 6 2.44164469186444e-05
bootfs 3 1.22082234593222e-05
booting 6 2.44164469186444e-05
bootp 3 1.22082234593222e-05
bootparams 2 8.138815639548132e-06
bootrom 1 4.069407819774066e-06
boots 2 8.138815639548132e-06
bootsys 1 4.069407819774066e-06
bootup 4 1.6277631279096265e-05
border 6 2.44164469186444e-05
borders 3 1.22082234593222e-05
bored 3 1.22082234593222e-05
borel 2 8.138815639548132e-06
borked 1 4.069407819774066e-06
borland 4 1.6277631279096265e-05
borrow 5 2.034703909887033e-05
borrowed 1 4.069407819774066e-06
bos 1 4.069407819774066e-06
both 31 0.00012615164241299606
bother 3 1.22082234593222e-05
bothered 5 2.034703909887033e-05
bothers 1 4.069407819774066e-06
bottle 5 2.034703909887033e-05
bottom 12 4.88328938372888e-05
bottomline 2 8.138815639548132e-06
bought 9 3.66246703779666e-05
bounced 4 1.6277631279096265e-05
bound 7 2.8485854738418467e-05
boundary 9 3.66246703779666e-05
box 89 0.00036217729595989194
boxed 28 0.00011394341895367387
boxen 4 1.6277631279096265e-05
boxes 19 7.731874857570726e-05
boxhost 6 2.44164469186444e-05
boyz 2 8.138815639548132e-06
bq 3 1.22082234593222e-05
bqa 1 4.069407819774066e-06
bqf 1 4.069407819774066e-06
bqqv 1 4.069407819774066e-06
bqty 1 4.069407819774066e-06
bqw 1 4.069407819774066e-06
br 5 2.034703909887033e-05
brace 1 4.069407819774066e-06
braces 1 4.069407819774066e-06
bradley 1 4.069407819774066e-06
brady 103 0.0004191490054367288
bradyn 5 2.034703909887033e-05
brain 2 8.138815639548132e-06
braindead 1 4.069407819774066e-06
bramg 3 1.22082234593222e-05
branch 5 2.034703909887033e-05
branches 3 1.22082234593222e-05
brand 6 2.44164469186444e-05
brands 1 4.069407819774066e-06
breach 1 4.069407819774066e-06
break 28 0.00011394341895367387
breakage 5 2.034703909887033e-05
breaks 6 2.44164469186444e-05
breathnach 2 8.138815639548132e-06
breatpro 2 8.138815639548132e-06
breeder 2 8.138815639548132e-06
breeders 1 4.069407819774066e-06
breeds 2 8.138815639548132e-06
brent 2 8.138815639548132e-06
brian 74 0.0003011361786632809
bricks 1 4.069407819774066e-06
briefly 3 1.22082234593222e-05
brien 2 8.138815639548132e-06
brighter 3 1.22082234593222e-05
brightly 2 8.138815639548132e-06
bring 21 8.54575642152554e-05
bringing 2 8.138815639548132e-06
britain 1 4.069407819774066e-06
brk 1 4.069407819774066e-06
broad 1 4.069407819774066e-06
broadcast 2 8.138815639548132e-06
broadcasts 1 4.069407819774066e-06
broin 49 0.00019940098316892927
broke 3 1.22082234593222e-05
broken 12 4.88328938372888e-05
brought 1 4.069407819774066e-06
browse 2 8.138815639548132e-06
browser 11 4.476348601751473e-05
browsing 4 1.6277631279096265e-05
bru 1 4.069407819774066e-06
brx 1 4.069407819774066e-06
bryan 28 0.00011394341895367387
bryanroycroft 5 2.034703909887033e-05
bs 9 3.66246703779666e-05
bsd 24 9.76657876745776e-05
bsds 3 1.22082234593222e-05
bspp 1 4.069407819774066e-06
bst 64 0.00026044210046554024
bt 2 8.138815639548132e-06
btw 3 1.22082234593222e-05
bu 3 1.22082234593222e-05
bubble 4 1.6277631279096265e-05
buckley 25 0.00010173519549435166
buddies 1 4.069407819774066e-06
budget 6 2.44164469186444e-05
buffer 1 4.069407819774066e-06
buffy 1 4.069407819774066e-06
bug 5 2.034703909887033e-05
bugger 1 4.069407819774066e-06
bugging 1 4.069407819774066e-06
buggy 5 2.034703909887033e-05
bugs 13 5.2902301657062864e-05
bugtraq 2 8.138815639548132e-06
build 46 0.00018719275970960705
building 9 3.66246703779666e-05
built 16 6.511052511638506e-05
builtin 2 8.138815639548132e-06
bujy 1 4.069407819774066e-06
bulk 504 0.0020509815411661296
bullet 2 8.138815639548132e-06
bun 1 4.069407819774066e-06
bunch 5 2.034703909887033e-05
bunk 1 4.069407819774066e-06
bureaucracy 2 8.138815639548132e-06
buried 3 1.22082234593222e-05
burlee 3 1.22082234593222e-05
burmese 2 8.138815639548132e-06
burn 16 6.511052511638506e-05
burned 7 2.8485854738418467e-05
burner 2 8.138815639548132e-06
burnin 1 4.069407819774066e-06
burning 3 1.22082234593222e-05
burnt 5 2.034703909887033e-05
business 3 1.22082234593222e-05
businesses 1 4.069407819774066e-06
busy 16 6.511052511638506e-05
busycursor 4 1.6277631279096265e-05
busycursorhack 12 4.88328938372888e-05
busycursorinner 8 3.255526255819253e-05
busyicon 4 1.6277631279096265e-05
but 545 0.002217827261776866
butter 1 4.069407819774066e-06
button 1 4.069407819774066e-06
buy 53 0.00021567861444802552
buying 23 9.359637985480353e-05
buzz 1 4.069407819774066e-06
bvipaxf 1 4.069407819774066e-06
bw 2 8.138815639548132e-06
bwk 1 4.069407819774066e-06
bx 2 8.138815639548132e-06
bxok 1 4.069407819774066e-06
by 3679 0.01497135136894879
bye 1 4.069407819774066e-06
byron 6 2.44164469186444e-05
byte 1 4.069407819774066e-06
bytes 3 1.22082234593222e-05
bz 1 4.069407819774066e-06
c 1063 0.004325780512419833
ca 10 4.069407819774066e-05
caa 6 2.44164469186444e-05
cab 1 4.069407819774066e-06
cable 12 4.88328938372888e-05
cables 3 1.22082234593222e-05
cac 1 4.069407819774066e-06
cache 6 2.44164469186444e-05
cacher 3 1.22082234593222e-05
caching 3 1.22082234593222e-05
cad 1 4.069407819774066e-06
caddy 3 1.22082234593222e-05
cadet 1 4.069407819774066e-06
caf 1 4.069407819774066e-06
cafe 2 8.138815639548132e-06
cagewkxte 1 4.069407819774066e-06
cai 1 4.069407819774066e-06
caint 4 1.6277631279096265e-05
cakn 1 4.069407819774066e-06
calculate 1 4.069407819774066e-06
calculations 4 1.6277631279096265e-05
caldera 1 4.069407819774066e-06
call 20 8.138815639548132e-05
callaghan 5 2.034703909887033e-05
called 34 0.00013835986587231827
caller 1 4.069407819774066e-06
calling 6 2.44164469186444e-05
calls 10 4.069407819774066e-05
calm 15 6.1041117296611e-05
calmer 1 4.069407819774066e-06
calms 2 8.138815639548132e-06
calss 1 4.069407819774066e-06
cam 2 8.138815639548132e-06
came 26 0.00010580460331412573
camel 43 0.00017498453625028486
camera 10 4.069407819774066e-05
cameras 2 8.138815639548132e-06
campus 2 8.138815639548132e-06
can 402 0.0016359019435491747
canada 1 4.069407819774066e-06
cancelled 1 4.069407819774066e-06
candidate 4 1.6277631279096265e-05
cannot 25 0.00010173519549435166
canonical 2 8.138815639548132e-06
cant 14 5.697170947683693e-05
caoimh 9 3.66246703779666e-05
caolan 16 6.511052511638506e-05
cap 1 4.069407819774066e-06
capabilities 4 1.6277631279096265e-05
capable 2 8.138815639548132e-06
capacities 2 8.138815639548132e-06
capacity 2 8.138815639548132e-06
cape 2 8.138815639548132e-06
capel 4 1.6277631279096265e-05
capetechnologies 10 4.069407819774066e-05
capital 2 8.138815639548132e-06
capslock 2 8.138815639548132e-06
capture 2 8.138815639548132e-06
car 2 8.138815639548132e-06
card 88 0.00035810788814011785
cardinal 1 4.069407819774066e-06
cards 9 3.66246703779666e-05
care 17 6.917993293615914e-05
cared 1 4.069407819774066e-06
careful 1 4.069407819774066e-06
carefull 5 2.034703909887033e-05
carefully 1 4.069407819774066e-06
carry 4 1.6277631279096265e-05
cartels 1 4.069407819774066e-06
case 87 0.00035403848032034376
cases 13 5.2902301657062864e-05
castlebar 4 1.6277631279096265e-05
castleblaney 2 8.138815639548132e-06
cat 30 0.000122082234593222
catalogue 1 4.069407819774066e-06
catching 1 4.069407819774066e-06
category 1 4.069407819774066e-06
cathal 6 2.44164469186444e-05
cats 24 9.76657876745776e-05
cauetfhwcouow 1 4.069407819774066e-06
caught 3 1.22082234593222e-05
cause 15 6.1041117296611e-05
caused 1 4.069407819774066e-06
causing 7 2.8485854738418467e-05
cavaet 2 8.138815639548132e-06
caved 1 4.069407819774066e-06
cb 17 6.917993293615914e-05
cbb 3 1.22082234593222e-05
cbd 1 4.069407819774066e-06
cbfa 1 4.069407819774066e-06
cbr 4 1.6277631279096265e-05
cc 152 0.0006185499886056581
ccad 1 4.069407819774066e-06
cccb 1 4.069407819774066e-06
ccf 1 4.069407819774066e-06
cclass 6 2.44164469186444e-05
ccom 1 4.069407819774066e-06
ccostelloe 1 4.069407819774066e-06
ccr 1 4.069407819774066e-06
ccs 1 4.069407819774066e-06
ccw 1 4.069407819774066e-06
cd 109 0.00044356545235537325
cda 1 4.069407819774066e-06
cdaly 9 3.66246703779666e-05
cdburning 2 8.138815639548132e-06
cde 3 1.22082234593222e-05
cdm 53 0.00021567861444802552
cdo 1 4.069407819774066e-06
cdr 10 4.069407819774066e-05
cdrecord 17 6.917993293615914e-05
cdrom 8 3.255526255819253e-05
cdrw 2 8.138815639548132e-06
cds 24 9.76657876745776e-05
ce 32 0.00013022105023277012
cec 3 1.22082234593222e-05
cee 3 1.22082234593222e-05
cef 1 4.069407819774066e-06
celeron 3 1.22082234593222e-05
celtic 7 2.8485854738418467e-05
center 1 4.069407819774066e-06
central 1 4.069407819774066e-06
ceo 1 4.069407819774066e-06
cerberus 20 8.138815639548132e-05
cert 1 4.069407819774066e-06
certain 21 8.54575642152554e-05
certainly 17 6.917993293615914e-05
certainty 1 4.069407819774066e-06
cest 16 6.511052511638506e-05
cf 23 9.359637985480353e-05
cfa 18 7.32493407559332e-05
cfb 3 1.22082234593222e-05
cfdisk 1 4.069407819774066e-06
cfk 1 4.069407819774066e-06
cflags 2 8.138815639548132e-06
cfp 1 4.069407819774066e-06
cfrk 1 4.069407819774066e-06
cfyrh 1 4.069407819774066e-06
cg 1 4.069407819774066e-06
cgd 1 4.069407819774066e-06
cgi 6 2.44164469186444e-05
cgmzxlc 1 4.069407819774066e-06
cgqv 1 4.069407819774066e-06
chabhair 6 2.44164469186444e-05
chains 2 8.138815639548132e-06
chair 1 4.069407819774066e-06
chan 1 4.069407819774066e-06
chance 13 5.2902301657062864e-05
chances 1 4.069407819774066e-06
change 47 0.00019126216752938111
changed 58 0.00023602565354689586
changes 22 8.952697203502946e-05
changing 1 4.069407819774066e-06
channel 6 2.44164469186444e-05
chap 3 1.22082234593222e-05
char 6 2.44164469186444e-05
chara 2 8.138815639548132e-06
character 12 4.88328938372888e-05
characters 11 4.476348601751473e-05
charge 12 4.88328938372888e-05
charges 2 8.138815639548132e-06
charging 3 1.22082234593222e-05
chars 5 2.034703909887033e-05
charset 458 0.0018637887814565224
charts 17 6.917993293615914e-05
chat 4 1.6277631279096265e-05
cheap 41 0.00016684572061073674
cheaper 5 2.034703909887033e-05
cheapest 1 4.069407819774066e-06
cheapish 1 4.069407819774066e-06
cheaply 1 4.069407819774066e-06
cheapo 6 2.44164469186444e-05
check 23 9.359637985480353e-05
checked 18 7.32493407559332e-05
checking 8 3.255526255819253e-05
checkout 1 4.069407819774066e-06
checks 3 1.22082234593222e-05
checksum 1 4.069407819774066e-06
checkup 1 4.069407819774066e-06
cheep 1 4.069407819774066e-06
cheers 69 0.0002807891395644106
chester 2 8.138815639548132e-06
chewie 6 2.44164469186444e-05
chicks 1 4.069407819774066e-06
child 2 8.138815639548132e-06
children 2 8.138815639548132e-06
chimney 2 8.138815639548132e-06
china 2 8.138815639548132e-06
chinese 25 0.00010173519549435166
chip 7 2.8485854738418467e-05
chips 5 2.034703909887033e-05
chipset 14 5.697170947683693e-05
chipsets 4 1.6277631279096265e-05
chissick 1 4.069407819774066e-06
chkconfig 1 4.069407819774066e-06
chobb 1 4.069407819774066e-06
chocolate 1 4.069407819774066e-06
choice 17 6.917993293615914e-05
chonaic 4 1.6277631279096265e-05
choose 13 5.2902301657062864e-05
chooses 1 4.069407819774066e-06
chorus 10 4.069407819774066e-05
chose 2 8.138815639548132e-06
chosen 3 1.22082234593222e-05
chraoladh 4 1.6277631279096265e-05
chris 57 0.0002319562457271218
christmas 2 8.138815639548132e-06
chrony 1 4.069407819774066e-06
chroot 2 8.138815639548132e-06
chsp 1 4.069407819774066e-06
chspd 1 4.069407819774066e-06
chsvq 1 4.069407819774066e-06
chtlb 1 4.069407819774066e-06
chunk 2 8.138815639548132e-06
chunks 1 4.069407819774066e-06
chunksize 2 8.138815639548132e-06
chxub 1 4.069407819774066e-06
ciaran 55 0.00022381743008757364
cicub 1 4.069407819774066e-06
cinema 1 4.069407819774066e-06
cio 1 4.069407819774066e-06
cios 1 4.069407819774066e-06
circuit 2 8.138815639548132e-06
circumstances 2 8.138815639548132e-06
circumvention 1 4.069407819774066e-06
circustances 1 4.069407819774066e-06
circut 4 1.6277631279096265e-05
cis 1 4.069407819774066e-06
cisco 2 8.138815639548132e-06
cisdb 1 4.069407819774066e-06
cited 2 8.138815639548132e-06
city 3 1.22082234593222e-05
ciund 1 4.069407819774066e-06
ciuo 1 4.069407819774066e-06
ciuuw 1 4.069407819774066e-06
civxb 1 4.069407819774066e-06
cj 16 6.511052511638506e-05
cjk 2 8.138815639548132e-06
cjmwb 1 4.069407819774066e-06
cjwnx 1 4.069407819774066e-06
ck 1 4.069407819774066e-06
ckfrb 1 4.069407819774066e-06
ckktb 1 4.069407819774066e-06
ckuob 1 4.069407819774066e-06
ckwg 1 4.069407819774066e-06
cl 8 3.255526255819253e-05
claim 14 5.697170947683693e-05
claimed 421 0.001713220692124882
claiming 9 3.66246703779666e-05
claims 1 4.069407819774066e-06
clarify 4 1.6277631279096265e-05
clark 1 4.069407819774066e-06
clashing 2 8.138815639548132e-06
class 19 7.731874857570726e-05
classes 8 3.255526255819253e-05
classic 8 3.255526255819253e-05
clause 1 4.069407819774066e-06
claws 6 2.44164469186444e-05
claymore 44 0.00017905394407005893
clc 2 8.138815639548132e-06
cle 1 4.069407819774066e-06
clean 14 5.697170947683693e-05
cleaned 1 4.069407819774066e-06
cleaner 3 1.22082234593222e-05
cleaning 3 1.22082234593222e-05
cleanup 1 4.069407819774066e-06
clear 9 3.66246703779666e-05
cleared 1 4.069407819774066e-06
clearer 1 4.069407819774066e-06
clearly 2 8.138815639548132e-06
clever 4 1.6277631279096265e-05
clgl 1 4.069407819774066e-06
cli 1 4.069407819774066e-06
cliath 1 4.069407819774066e-06
click 5 2.034703909887033e-05
clicking 3 1.22082234593222e-05
client 40 0.00016277631279096265
clients 9 3.66246703779666e-05
clip 1 4.069407819774066e-06
clock 21 8.54575642152554e-05
clocks 3 1.22082234593222e-05
clogging 1 4.069407819774066e-06
clone 1 4.069407819774066e-06
close 8 3.255526255819253e-05
closed 5 2.034703909887033e-05
closely 1 4.069407819774066e-06
closer 1 4.069407819774066e-06
closest 4 1.6277631279096265e-05
closing 2 8.138815639548132e-06
club 2 8.138815639548132e-06
clubi 36 0.0001464986815118664
clue 3 1.22082234593222e-05
clueful 1 4.069407819774066e-06
clues 1 4.069407819774066e-06
clumsy 3 1.22082234593222e-05
cm 2 8.138815639548132e-06
cmd 38 0.00015463749715141452
cmdis 1 4.069407819774066e-06
cmh 1 4.069407819774066e-06
cmov 1 4.069407819774066e-06
cn 2 8.138815639548132e-06
cnc 1 4.069407819774066e-06
cnfig 1 4.069407819774066e-06
cnfmb 1 4.069407819774066e-06
cngk 1 4.069407819774066e-06
cnnlb 1 4.069407819774066e-06
cno 3 1.22082234593222e-05
co 48 0.0001953315753491552
coady 4 1.6277631279096265e-05
cob 1 4.069407819774066e-06
cobalt 38 0.00015463749715141452
cobalts 4 1.6277631279096265e-05
cocaine 8 3.255526255819253e-05
cod 40 0.00016277631279096265
code 145 0.0005900641338672396
codebase 3 1.22082234593222e-05
codebases 3 1.22082234593222e-05
coded 2 8.138815639548132e-06
codemonkey 1 4.069407819774066e-06
coders 1 4.069407819774066e-06
codes 1 4.069407819774066e-06
coding 5 2.034703909887033e-05
coe 1 4.069407819774066e-06
coefficients 1 4.069407819774066e-06
coew 1 4.069407819774066e-06
coincidence 1 4.069407819774066e-06
colin 8 3.255526255819253e-05
collect 1 4.069407819774066e-06
collected 1 4.069407819774066e-06
collection 4 1.6277631279096265e-05
college 1 4.069407819774066e-06
collision 1 4.069407819774066e-06
collisions 1 4.069407819774066e-06
colm 69 0.0002807891395644106
colmmacc 15 6.1041117296611e-05
colocated 5 2.034703909887033e-05
colocation 5 2.034703909887033e-05
color 6 2.44164469186444e-05
colorado 1 4.069407819774066e-06
colorization 3 1.22082234593222e-05
colour 4 1.6277631279096265e-05
coloured 2 8.138815639548132e-06
colouring 3 1.22082234593222e-05
column 4 1.6277631279096265e-05
columns 3 1.22082234593222e-05
colution 1 4.069407819774066e-06
com 2881 0.011723963928769086
combatants 1 4.069407819774066e-06
combination 6 2.44164469186444e-05
combine 1 4.069407819774066e-06
combined 1 4.069407819774066e-06
combining 1 4.069407819774066e-06
combo 1 4.069407819774066e-06
come 29 0.00011801282677344793
comes 21 8.54575642152554e-05
comfortable 1 4.069407819774066e-06
coming 5 2.034703909887033e-05
comitted 1 4.069407819774066e-06
comm 5 2.034703909887033e-05
command 26 0.00010580460331412573
commands 6 2.44164469186444e-05
comment 12 4.88328938372888e-05
commented 2 8.138815639548132e-06
comments 9 3.66246703779666e-05
commerce 1 4.069407819774066e-06
commercial 9 3.66246703779666e-05
commercially 1 4.069407819774066e-06
commit 2 8.138815639548132e-06
commitments 1 4.069407819774066e-06
committees 1 4.069407819774066e-06
committing 1 4.069407819774066e-06
common 17 6.917993293615914e-05
commonly 1 4.069407819774066e-06
communicate 1 4.069407819774066e-06
communicator 1 4.069407819774066e-06
communigate 1 4.069407819774066e-06
community 3 1.22082234593222e-05
comp 24 9.76657876745776e-05
compact 1 4.069407819774066e-06
companies 5 2.034703909887033e-05
company 66 0.00026858091610508836
compaq 11 4.476348601751473e-05
comparatively 1 4.069407819774066e-06
compared 1 4.069407819774066e-06
comparing 2 8.138815639548132e-06
comparison 2 8.138815639548132e-06
compatibility 4 1.6277631279096265e-05
compatible 4 1.6277631279096265e-05
compelling 2 8.138815639548132e-06
compensate 1 4.069407819774066e-06
competent 2 8.138815639548132e-06
competition 8 3.255526255819253e-05
competitive 1 4.069407819774066e-06
competitors 1 4.069407819774066e-06
compilation 9 3.66246703779666e-05
compile 17 6.917993293615914e-05
compiled 16 6.511052511638506e-05
compiler 31 0.00012615164241299606
compilers 7 2.8485854738418467e-05
compiles 1 4.069407819774066e-06
compiling 9 3.66246703779666e-05
complain 4 1.6277631279096265e-05
complained 1 4.069407819774066e-06
complaining 2 8.138815639548132e-06
complains 3 1.22082234593222e-05
